(Num) Column 1 ,(Num) Column 2,(Num) Column 3,(Num) Column 4,(Num) Column 5,(Num) Column 6,(Num) Column 7,(Num) Column 8,(Num) Column 9,(Num) Column 10,(Num) Column 11,(Num) Column 12,(Num) Column 13,(Num) Column 14,(Num) Column 15,(Num) Column 16,(Num) Column 17,(Num) Column 18,(Num) Column 19,(Num) Column 20,(Num) Column 21,(Num) Column 22,(Num) Column 23,(Num) Column 24,(Num) Column 25,(Num) Column 26,(Num) Column 27,(Num) Column 28,(Num) Column 29,(Num) Column 30,(Num) Column 31,(Num) Column 32,(Num) Column 33,(Num) Column 34,(Num) Column 35,(Num) Column 36,(Num) Column 37,(Num) Column 38,(Num) Column 39,(Num) Column 40,(Num) Column 41,(Num) Column 42,(Num) Column 43,(Num) Column 44,(Num) Column 45,(Num) Column 46,(Num) Column 47,(Num) Column 48,(Num) Column 49,(Num) Column 50,(Num) Column 51,(Num) Column 52,(Num) Column 53,(Num) Column 54,(Num) Column 55,(Num) Column 56,(Num) Column 57,(Num) Column 58,(Num) Column 59,(Num) Column 60,(Num) Column 61,(Num) Column 62,(Num) Column 63,(Num) Column 64,(Num) Column 65,(Num) Column 66,(Num) Column 67,(Num) Column 68,(Num) Column 69,(Num) Column 70,(Num) Column 71,(Num) Column 72,(Num) Column 73,(Num) Column 74,(Num) Column 75,(Num) Column 76,(Num) Column 77,(Num) Column 78,(Num) Column 79,(Num) Column 80,(Num) Column 81,(Num) Column 82,(Num) Column 83,(Num) Column 84,(Num) Column 85,(Num) Column 86,(Num) Column 87,(Num) Column 88,(Num) Column 89,(Num) Column 90,(Num) Column 91,(Num) Column 92,(Num) Column 93,(Num) Column 94,(Num) Column 95,(Num) Column 96,(Num) Column 97,(Num) Column 98,(Num) Column 99,(Num) Column 100,(Num) Column 101,(Num) Column 102,(Num) Column 103,(Nom) Column 104,(Nom) Column 105,(Nom) Column 106,(Nom) Column 107,(Nom) Column 108,(Nom) Column 109,(Nom) Column 110,(Nom) Column 111,(Nom) Column 112,(Nom) Column 113,(Nom) Column 114,(Nom) Column 115,(Nom) Column 116,Target (Column 117)
1.093167145,1.907214285,1.006552781,0.297721488,0.126221904,-0.021681946,0.062163221,0.153486006,0.404249876,0.234172147,0.121458071,0.398517891,1.181590541,0.363639121,-0.025468343,-0.148234931,-0.383539399,0.302059074,0.211818888,-0.05472912,0.150309721,0.163571773,0.60351824,0.302407546,0.206125473,-0.284037983,0.645084158,-0.041659025,0.015438051,0.35260778,0.392297161,0.575732936,0.288620669,0.014057124,-1.453525261,0.759241699,-0.042386532,-1.031265171,-0.026975193,3.969910923,-0.101629955,-0.730143656,-0.710068855,0.721897174,-0.383861639,-1.329871594,-0.568487497,-0.320629876,0.021592437,1.269787312,0.257208793,-0.071574611,-0.028979742,-0.065791967,-1.057104452,-0.053378852,1.495779757,0.711921429,-0.321526417,0.164335713,0.007810849,0.516190762,-0.02947544,-0.672290333,-1.116479598,-0.541124802,-0.084583662,-0.942804979,-0.015145703,-0.080407974,-0.281875175,-0.738226223,-0.006865157,-0.122635156,-0.410050495,-0.388385673,-0.511227249,-0.582306714,0.892515729,-0.25208516,-0.097851313,-0.314238901,0.004568201,-0.775209479,0.003085471,0.845777122,-0.530949152,-0.004264334,-0.476728642,-0.622703278,0.140317052,-0.288813263,-0.681322565,-0.255937964,0.020241261,-0.286446856,-0.74316936,-0.869225209,5.239004844,-0.118545936,-0.011078285,0.588129252,1.403689785,0,0,1,NaN,0,0,0,0,0,NaN,0,0,0,0
-0.050684946,-0.305732986,0.109248404,0.237568881,-0.027954473,-0.07457617,0.02741892,0.252769578,1.304381421,-0.038998528,0.177516199,0.149355716,-0.302942571,0.045147666,-0.101277816,0.52768155,0.385526551,-0.0794213,0.112032,0.083871625,-1.030412635,0.086072308,0.599105524,-0.110553728,0.362863492,0.859162405,-0.031310267,-0.099743701,0.085852485,-0.085659165,-0.197578701,-0.286392396,-0.177086735,0.030873451,0.518102562,-0.285433572,0.111751474,1.599665706,0.877596155,0.288887394,0.686660073,0.8772036,1.617579401,0.4887017,0.334377125,1.057097559,0.348869694,-0.908105814,0.054797029,-1.367649255,-0.608688396,-0.429934696,-0.50200837,1.1723725,-0.083203991,-0.737499903,0.323909336,0.035464175,-0.392379569,-1.376513418,-0.671484485,-0.672954681,-0.602480999,-0.847409009,0.926414325,0.41642113,-0.511958682,-0.392359674,-0.0691751,-0.082691967,0.01328696,-0.243737752,0.015093783,-1.145464509,0.389010189,0.076869331,0.402976015,0.060602109,0.131801801,-0.050730062,0.160478624,0.241556175,-0.926875528,-0.733012977,-0.062650237,0.371375907,0.335023274,0.008663596,-0.931376939,-0.176478281,-0.164565411,0.167089061,-0.312399548,-0.42229341,0.000904208,-0.135135211,0.069144306,0.065643244,1.06269801,0.181030149,0.00436423,0.299474999,1.080679115,0,0,0,0,0,0,1,1,0,0,NaN,1,0,0
-0.652185255,0.011297971,1.411769046,1.351168247,0.66787944,-0.008032447,0.136445636,0.058236866,-0.669180282,-0.178595128,0.31342138,1.221813686,1.020060196,-0.051383998,-1.150689679,-0.05503009,-0.378462997,-0.293415257,-0.574548603,-1.020584329,-0.756173013,-0.039988496,-0.059619745,-0.273678617,0.732837993,-0.445713452,-0.932833927,-0.093992513,-0.053405723,-0.923912383,-0.606802096,-0.07373675,-0.556172743,0.780102203,1.13715936,0.55917107,-0.035306993,-1.21913578,-0.312694326,0.074463624,-0.897934801,-1.150050446,-0.570572831,-0.116042645,0.049633373,-0.201852836,-0.213641831,-1.402387193,0.092709953,0.568144944,0.474715441,0.501294396,0.465539337,-0.034013507,-0.3045916,-0.913153157,1.407912663,0.491250151,-0.076528055,-0.346256653,-0.517370219,0.230995176,-0.182860003,0.049417992,-0.12962797,0.194815679,0.026565551,-0.059868598,0.068868104,0.040443654,0.084584789,0.647014902,-0.012250652,-1.026597679,-0.185214821,0.254098995,-0.142846173,0.413834303,0.487662378,-0.455322844,-1.11260357,-0.805971849,2.121614144,-0.435272864,-0.115443267,-1.011234936,2.351349487,-0.092294476,-0.380097764,0.893026526,0.80981384,-0.08981865,-0.447498391,0.8053942,0.001953965,-0.204101629,-0.220547804,-0.540767552,1.184527188,-0.197242349,-0.017055268,-0.64083033,-0.072724602,0,1,1,0,0,0,0,NaN,0,0,1,1,0,0
-0.575371884,0.072557842,-0.338325128,1.904284365,0.005116265,0.008196002,-0.327621064,-0.473781962,-1.542346366,-0.393829826,-0.268213117,-0.629738718,0.230659024,0.472840437,0.842573511,1.041856248,0.129061816,-0.159795594,-0.613613249,-0.036832758,0.128166266,-0.094634993,-0.971485028,0.261191492,0.347513797,-0.213046215,0.539405766,-0.018506022,-0.082025905,-0.397547091,0.388405519,-0.805944531,-0.263994613,0.048922104,0.698464492,0.317644222,-0.030761707,-1.334207225,-0.58533893,-1.35753886,-0.187046033,-0.619002963,-0.692908175,-0.00639752,-0.104798952,-0.354345415,-0.199520878,0.039446066,0.123871673,3.871496045,0.958150565,0.6441043,0.554800211,-0.108889939,-0.415369876,-0.404072727,2.244052524,0.615192733,-0.425061487,-1.765877089,-1.563534233,-0.330334757,-0.230431049,0.33264572,0.382125466,-0.176918768,-0.308796827,0.001259918,-0.030284639,-0.142023778,0.097201304,0.708806822,0.013836772,0.414592373,-0.198189683,-0.098770521,-0.163974825,-0.687353833,0.183393439,-0.578251932,-0.350662387,-0.310402889,-0.1037963,-0.448260828,0.007096822,0.191441474,-0.094997672,0.005113626,-1.013077743,0.019075184,-0.085026019,0.020856048,-0.449900819,0.488408817,-0.00747919,-0.138365278,0.038108882,-0.016965156,1.038034088,0.870536619,-0.00741579,1.02898405,0.854331933,0,0,1,1,0,NaN,0,0,0,0,1,1,1,0
-0.803558621,0.091010938,0.102246795,-0.40979041,-0.102238713,0.00950038,-0.106781346,-0.039143411,-1.026444505,-0.374050316,-0.808556482,-2.059869366,-1.983188172,-0.505363998,-0.225990761,-1.575700223,-0.146803591,0.477743315,0.498044528,-0.213929318,-0.595612657,-0.087224084,-0.118542926,-0.877185507,-0.27189922,-1.38997338,-0.631383081,-0.071768307,0.00755088,0.319377594,-0.111790497,-0.357651161,0.833465314,-0.049610659,0.575951179,-0.875741086,0.084688726,0.865377764,0.304165543,-0.121334619,-0.445006757,0.685724819,0.428071934,-0.404147974,0.131055458,1.30552304,0.182306455,-1.078187044,-0.001215759,-0.181761865,0.139117211,-0.353988032,-0.00860527,-0.321404826,-0.369439591,-0.349416059,1.034526144,0.332807073,0.034381443,0.427017839,0.351628641,0.152263516,-0.305381852,1.314147103,-0.723717871,-0.002204175,-0.307684899,0.008230135,0.014744968,0.34398539,0.715034333,0.313980059,0.006485916,0.610660257,-0.408291196,-0.264578622,-0.351035021,-0.515888984,0.031691635,-0.451359108,-0.240713445,-0.127997794,0.077859823,0.04554003,-0.071792073,0.057535815,1.037340024,-0.017229539,-0.023564793,3.30970033,0.607142449,-0.130877278,-0.334201343,0.053889021,-0.000176316,-0.081550124,-0.287827459,0.365022543,0.014093363,-0.364403234,-0.003437527,-0.623913475,-0.85599969,1,1,0,0,0,0,0,0,0,0,0,0,0,0
-0.300790631,-1.345622706,-1.034012646,0.810159345,0.108225167,0.023641043,-0.016564331,0.054839887,0.525345816,0.110317178,0.469876716,-0.038861682,0.5225999,-0.137197446,1.060884266,-0.322949766,0.364142537,0.378807795,-0.185814296,-0.051071689,0.057531664,0.155552492,1.134699914,0.626557164,0.581391006,0.458522942,-0.757809075,-0.04085545,0.006953461,-0.272589645,-0.374615515,-0.321935461,1.123150952,0.800873574,1.059452345,-0.28170811,0.036697618,1.100045396,0.898975911,-0.365121653,-0.208998059,0.687786452,0.559810213,-0.263728935,0.134939325,0.035702403,0.133272258,0.675308114,-0.060329635,-2.193798604,0.749926596,0.427453216,0.26095277,-1.323968798,0.846457426,0.624577217,-2.256416,-0.444881462,-0.232223427,-2.638443841,-1.258067872,-0.188738401,-0.322049018,-0.61723986,0.700294172,-0.294949141,-0.597798816,-0.119421214,0.132071049,-0.1552166,0.582421517,-0.196445877,0.013136706,0.217134817,0.374359564,-0.309460554,-0.114512825,-0.248579469,-0.637333075,0.782324565,1.682482847,-0.067611875,-0.379033634,-0.419400779,-0.114705304,-0.536467502,-0.607783154,-0.080030674,-0.855944634,-0.996950139,-0.593957154,0.000334882,0.493613235,0.149604513,0.042278317,-0.530318047,0.544378754,1.728091617,-3.369317963,0.077722318,0.003333588,0.193703881,-0.069972704,NaN,0,1,1,0,0,0,0,0,0,1,1,0,0
-2.235883794,-0.698666085,-0.165868848,0.572033126,0.034566868,0.002686375,-0.581855429,-0.089566548,-0.254587886,-1.142219636,-0.254260169,1.431497261,-0.474934343,0.403230489,0.163059871,0.217450014,-0.305865878,0.297632777,-0.102578474,-0.047652101,-0.722070523,0.052301864,-0.14333374,0.512217289,1.099632582,0.197122062,-0.559651566,-0.102133519,-0.046691082,-0.245953461,-0.632497726,-0.106407244,-0.634638057,0.100067459,-0.18122217,0.253695218,-0.057629064,-0.287367979,-0.680094882,0.023966125,-0.851427117,-0.807015285,-0.026107303,-0.117182683,-0.206806941,-0.157487467,-0.154956312,0.373807758,-0.004895099,3.264095077,1.668731475,1.044919792,1.105811822,-1.729266201,1.70007356,1.507375458,0.419225018,0.054243786,-0.350637165,-0.750954781,0.441909156,0.011199072,-0.366577197,0.119057998,-0.444312451,0.076405489,-0.099474322,-0.547291494,-0.114217725,-0.281243624,-0.106188882,-0.953538761,0.008393403,0.352171891,-1.0956032,-0.167411047,-0.551138555,0.024040499,-0.263403098,-0.108545406,-0.259605564,-0.400606377,-0.112220601,-0.246769992,0.057598508,0.932969955,-0.31410474,0.006593002,-0.322852651,-0.401601307,0.460112027,0.111440501,-0.552689307,-0.157315237,0.004241057,-0.500366804,-0.187408494,-0.226695804,-3.904551582,-0.251678617,0.006978774,-0.339199891,0.800194846,0,1,1,0,NaN,0,0,NaN,NaN,0,0,NaN,0,0
-0.619596624,-0.212260229,1.115592194,1.91974943,0.212203084,-0.006652043,-0.144749979,-0.216494781,-1.268863641,-0.282526441,0.040392703,2.530295841,1.398517657,-0.075233537,-0.847075813,-1.427349583,-0.27672481,0.373357881,-0.201773089,-0.559815077,-0.382439444,-0.072516591,0.951841296,0.359186444,-0.249205567,0.701880566,-0.091068485,0.079680137,-0.068596532,0.228467791,-0.619013688,-0.275516527,1.570558887,0.244728301,0.496876211,0.742811995,-0.043137985,-1.307332752,0.81870209,-0.353006544,0.102621699,-0.224091867,-0.620318101,-0.021641594,0.063359749,-0.065762546,-0.174757083,-0.724104197,0.059880984,2.413042229,0.253061454,-0.153172599,0.079986628,0.112713366,-0.427666148,-1.5492179,1.475989118,0.181230677,0.718136624,0.242297032,0.395252139,-0.009442385,0.514580187,0.294640685,-0.194825372,-0.229388607,0.226713395,-0.635051636,-0.068054657,0.047762556,0.134561279,-0.304907698,-0.005368718,-1.103400666,-0.965245806,-0.160857592,0.09578859,-0.444755638,-0.273842717,1.444842935,-0.43748161,-0.357936426,-0.142046314,0.318552257,-0.060862902,-1.369138795,-1.285933539,-0.194147207,-0.929651059,0.535993878,1.190467663,0.172566473,-0.568662593,1.533475561,-0.008155042,-0.502944108,-0.170400946,-0.034415254,5.722279795,-0.422201503,0.013191219,-0.237162391,-0.234066453,0,1,1,0,1,1,0,NaN,0,NaN,1,1,0,0
0.226302907,0.266193906,-0.090241194,0.579927663,-0.488778153,0.009704214,-0.28921568,-0.109678461,0.579558963,0.61530131,0.265060696,-0.173583928,-0.149510572,0.154288146,0.448043873,-0.129334945,0.194649177,0.192125507,-0.075962883,0.563307468,0.561995009,0.071616514,0.767928704,0.943527776,1.605251399,1.574932839,0.341727626,0.133688967,0.139960406,1.063286352,0.081731534,0.518083364,-1.201776324,-0.158796191,0.133705285,-0.14817242,-0.006586388,1.305820798,0.264180741,0.381706352,0.520719861,-0.480043,0.505914934,-0.216496463,0.078707785,-1.066159426,-0.053825665,1.312440581,-0.071791586,-2.660633079,-1.059710584,-0.282087509,-0.17153223,0.265463195,0.005095472,1.085724489,-1.515851716,-0.519522767,0.14754641,0.286061781,-1.381950506,-0.237338243,-0.127916187,-0.378420493,1.183016038,-0.081204577,0.024730376,-0.729024272,-0.003605017,-0.056919505,-0.113136295,-0.858152963,-0.002723056,-0.164900422,-0.182414564,0.147165961,0.479584138,-0.217528384,-0.389808027,1.577054552,1.708924297,0.036662691,-0.867073407,-1.177660203,-0.090265954,-0.419869834,-0.733479094,-0.058120633,-0.78848396,-0.63054018,-0.171079664,-0.641739037,1.386830203,-0.216401243,0.026280716,0.242017439,0.249433197,1.481858715,-0.101163871,-0.729646085,0.005274639,-0.009877914,0.193629038,0,0,0,1,1,NaN,0,0,0,NaN,NaN,1,0,0
1.447649212,0.570897595,0.515091243,0.73100386,0.401574132,0.015223647,-0.317275432,0.296194198,-0.37226892,-0.584673837,0.754643395,-3.156601756,-0.201056473,-0.202358469,0.700879965,-0.158916777,-0.110553232,-0.871013575,0.409751293,-0.0062607,-0.011145246,0.049500321,-1.004253843,-0.535750259,-2.174045812,-0.831595345,-1.347020128,-0.063018158,-0.047001529,-0.3768521,0.073846053,-0.391717726,-0.65967405,0.38934701,-0.180465904,-0.467521686,0.007148648,1.620527479,0.263342406,1.407525177,0.472246791,0.496740534,0.865911897,-0.495935578,0.194593566,0.521091371,0.477910683,0.295671417,0.002951724,-2.486897908,0.374945225,0.014628323,0.167184945,0.284860407,0.924035983,0.617476265,-0.66575852,-0.408444212,-0.183380164,-0.098654544,-0.594983617,-0.70701705,-0.525406988,-1.67705535,1.724585733,0.690115305,0.310707134,1.658080173,-0.006737156,0.082915558,-0.651113701,-2.184063799,-0.011711536,-1.339268934,-0.763679996,0.071100708,0.306486199,-0.207068198,-1.056580121,0.860323272,-0.349585983,-0.606702859,-0.067542731,0.511872691,0.050754946,-0.446397132,-0.047831487,-0.115017312,0.013448571,-0.257141809,0.063035723,0.120219347,-0.634914807,-0.480992597,-0.01814714,0.023978423,-0.243472765,-0.396419256,1.539711317,-0.354081975,0.004962744,0.159094743,1.320769324,0,1,1,0,1,NaN,1,1,0,0,1,1,0,0
